Place_Id,Place_Name,Description,Categories,City,Price(RPH),Ratings,Time_Minutes,Coordinate,lat,Long
366,Tirto Argo Siwarak,"Tirto Argo Siwarak Swimming Pool, is a swimming pool located in Ungaran. Its close proximity to the city of Semarang makes this tourist spot quite popular. In fact, it is not uncommon for tourists from Semarang and its surroundings to visit. Comes with a swimming pool and a simple recreation park, it is actually the main attraction. Evidently, visitors who come never recede. In fact, there are always visitors and it is crowded during the holidays.",Amusement park,Semarang,20000,4.4,150,"{'lat': -7.132106000000001, 'lng': 110.394523}",-7.132106,110.394523
367,Kelir Slope Tour,"Tourism in the Mount Kelir area has indeed started to become popular since the beginning of 2021 and tourists often flock there to quell curiosity about this new destination. Mount Kelir has a height of more than 2000 meters above sea level and the Kelir Slope tour is above an altitude reaching 1384 meters above sea level and 700 meters above sea level. From this height, you can see almost the entire area of Ambarawa city and a small part of the southern Semarang area. The viewing post tour of the Kelir Slope can indeed be said to be higher than other viewing post tourist spots in Central Java.",Nature preserve,Semarang,7000,4.3,,"{'lat': -7.3126613, 'lng': 110.3746785}",-7.3126613,110.3746785
368,Swamp Village,"Kampoeng Rawa (also known as Kampung Rawa) is a tourist attraction in Ambarawa, Central Java, which is located in the green belt around Lake Rawa Pening. Opened in August 2012, it is owned and operated by twelve groups of farmers and fishermen funded by the Artha Prima Credit Union. The complex is intended to influence the welfare of farmers and serve the local besides promoting the ecology of the lake in the region. Facilities include a floating restaurant, pavilion, craft center, fishing spot and dock. On holidays, this place is visited by hundreds of visitors. The complex is disputed over licensing because it was built in a green belt and its possible ecological impact.",Nature preserve,Semarang,3000,4.5,,"{'lat': -7.267539000000001, 'lng': 110.418076}",-7.267539,110.418076
369,Palagan Ambarawa Monument,"The Palagan Ambarawa Monument is a monument located in Ambarawa, Semarang Regency. Allied forces pushed out of Magelang held a retreat to Ambarawa, and TKR troops led by Colonel Soedirman succeeded in destroying the Allies on December 15, 1945, which is now commemorated as Infantry Day. The Palagan Ambarawa Monument was built in 1973 and inaugurated on December 15, 1974 by the President Suharto. A brief description of the history of the battle can be seen in the reliefs made on the walls of the Palagan Ambarawa Monument. In this monument you can find relics of the Japanese and Dutch governments. You can see the uniforms of Japanese and Dutch soldiers, weapons of war, Indonesian army uniforms, and other historical items. For a rather large size, you can find several ancient tanks, personnel transport vehicles and cannons used in the battle. The most interesting thing is that you can find a Dutch Mustang plane that was successfully shot down into Rawa Pening",Culture,Semarang,7500,4.4,20,"{'lat': -7.259886099999998, 'lng': 110.4025602}",-7.2598861,110.4025602
370,Pendem Fort,"Fort Pendem Cilacap (Dutch: Kustbatterij op de Landtong te Cilacap), is a Dutch heritage fort on the coast of Teluk Penyu, Cilacap district, Central Java, which was built in 1861. This building was a former defense headquarters for the Dutch East Indies army which was built in an area of 6 .5 hectares in stages over 18 years, from 1861 to 1879. Fort Pendem was once covered with coastal land and was neglected. This fort was later discovered and excavated by the Cilacap government began in 1986. Currently, the Cilacap Regency government has made this fort a historical tourist spot",Culture,Semarang,5000,4.2,60,"{'lat': -7.2706462, 'lng': 110.4103291}",-7.2706462,110.4103291
371,Eling Clear Tourism,"tourist facility that is managed in a modern way, to create the enjoyment of traveling as desired by young people. But still one with the environment, with the beauty of nature. Without doing harm to nature. This tourist facility is the Eling Bening tour in the Ngrawan hills. Eling Bening is actually a restaurant that carries the concept of family tourism. Eling Bening offers very beautiful natural scenery with the main view of Rawa Pening. This beauty is further enhanced by the background of Mount Merbabu, Andong and Telomoyo, which can be seen standing proudly.",Nature preserve,Semarang,25000,4.3,90,"{'lat': -7.253109599999999, 'lng': 110.4264512}",-7.2531096,110.4264512
372,Cave Maria Kerep Ambarawa,"Maria Kerep Cave (Ambarawa Maria Kerep Cave, abbreviated as GMKA), is a place of pilgrimage located on Student Army Road, Panjang Village, Ambarawa. This place is quite a good place to pray, pilgrimage, and freshen up. The distance is about 500 m from the Ambarawa Terminal. Because it is far from the highway, this area is quite quiet. From this place you can see views of Mount Telomoyo, Mount Merbabu, and Lake Rawa Pening. Maria Kerep Cave has facilities for pilgrims, including Way of the Cross, Lesehan Prayer Place, Church, and a garden.",Nature preserve,Semarang,2000,4.8,,"{'lat': -7.255236400000001, 'lng': 110.3991897}",-7.2552364,110.3991897
373,Ambarawa Railway Museum,"The Ambarawa Railway Museum (English: Indonesian Railway Museum, Ambarawa) is a train station that has been converted into a museum and is the first railway museum in Indonesia. This museum has a collection of trains that once triumphed in their time. This museum is administratively located in Panjang Village, Ambarawa, Semarang. The museum, which is located at an altitude of +474.40 meters, is included in the Operational Area IV of Semarang and is managed by PT Kereta Api Indonesia's Center for Preservation and Architectural Design in collaboration with the Central Java Provincial Government.",Culture,Semarang,10000,4.5,60,"{'lat': -7.264598899999997, 'lng': 110.4046017}",-7.2645989,110.4046017
374,Kayon Pine Forest,"It is undeniable that the Kayon Getasan Pine Forest near Salatiga is indeed a beautiful tourist spot and spoils the eye. Visitors will be presented with a neat and beautiful array of pine forests. This row of trees is indeed alluring and of course the Kayon Pine Forest or called the Kali Pasang Pine Forest can be an alternative for family tourism. Apart from being quite complete there, the walks in the forest are also cast. Thus, of course, it will spoil visitors more when exploring this tourist area.",Nature preserve,Semarang,6000,4.4,,"{'lat': -7.395606000000001, 'lng': 110.4517727}",-7.395606,110.4517727
375,Semarang Old Town,"Kota Lama Semarang (Javanese: à? à??à??É??à?à??É??à?Òà?¨à??à?Æà? , translit. Kutha Lama Semarang) is an area in Semarang which became the center of trade in the 19-20 century. At that time, to protect the people and their territory, a fort was built in that area, which was named the Vijhoek fort. To speed up the transportation route between the three gates in the fort, transportation roads were made, with the main road being named: Heeren Straat. Currently named Jl. Let Jen Suprapto. One of the locations of the fort gates that exist today is the Berok Bridge, which is called De Zuider Por. The Old Town area of Semarang is also called Outstadt. The area of this area is about 31 hectares. Judging from the geographical conditions, it appears that this area is separated from the surrounding area, so that it looks like a separate city with the nickname ""Little Netherland"". The Old Town area of Semarang is a silent witness to the history of Indonesia during the Dutch colonial period for more than 2 centuries, and is located side by side with the economic area. In this place there are about 50 ancient buildings that are still standing firmly and have a history of Colonialism in Semarang. In general, the character of the buildings in this area follows those of the European continent around the 1700s. This can be seen from the distinctive building details and ornaments that are identical to the European style. Such as the size of the doors and windows that are extraordinarily large, the use of colored glass, the unique shape of the roof, to the presence of basements. Like other cities under Dutch colonial rule, a fort was also built as a military center. This fort is pentagonal in shape and was first built on the west side of the old city of Semarang today. This fort has only one gate on its south side and five watchtowers. Each tower is named: Zeeland, Amsterdam, Utrecht, Raamsdonk and Bunschoten. The Dutch government moved Chinese settlements in 1731 near Dutch settlements, to facilitate monitoring of all Chinese activities. Therefore, Benteng is not only a military center, but also a watchtower for all activities of the Chinese people. It is planned that the Old City of Semarang will be proposed by the UNESCO World Heritage Site.",Culture,Semarang,0,4.7,90,"{'lat': -6.9681399, 'lng': 110.4278611}",-6.9681399,110.4278611
376,Semarang Chinatown,"The establishment of the Semarang Chinatown was inseparable from the Chinatown commotion in Batavia (former Jakarta) in 1740. At that time, the Chinese people rebelled against the Dutch authorities. In the aftermath of the tragedy, many residents of Chinese descent fled along the north coast of Java until they finally arrived in Semarang. Until 1743, the rebellion was still going on until finally it was completely stopped by the Dutch army. The colonial government then decided to gather Chinese citizens in one location. After occupying the Simongan area near the Sam Poo Kong Temple, they were then moved to the Semarang River until finally it became known as the Chinatown area until now.",Culture,Semarang,30000,4.5,30,"{'lat': -6.974992299999999, 'lng': 110.424954}",-6.9749923,110.424954
377,La Cana Chapel,"La Kana Chapel offers a new concept of standing party, indulge your taste buds with a special live cooking menu, fresh dishes a la minute on your plate. This is the Royal Wedding Venue in the Most Beautiful Place on the Mountain. For those of you who want a touch of luxury and glamor for outdoor and indoor parties. La Cana Chapel can accommodate up to 48 people in the chapel and 500 more in the courtyard. And the ballroom can accommodate 1000 people",Amusement park,Semarang,35000,4.5,,"{'lat': -7.215692300000001, 'lng': 110.3649392}",-7.2156923,110.3649392
378,Ambarawa Blue Bridge,"This bridge is located in Tuntang, Kab. Semarang, Central Java. close to swamp pening and Tuntang River. If you are used to going back and forth from Salatiga-Semarang, you must be familiar with the Tuntang Bridge. So... the Tuntang River is right under the Tuntang Bridge which empties into Rawa Pening. For visitors who like to take pictures, Blue Bridge Tourism has some of the best photo spots, one of which is in the middle of the bridge. If lucky, visitors will also see a steam train passing in front of the Blue Bridge Tour. From the top of the bridge visitors can also see Mount Ungaran, Mount Temoloyo and also Mount Merbabu.",Amusement park,Semarang,0,4.2,60,"{'lat': -7.267820100000002, 'lng': 110.4483217}",-7.2678201,110.4483217
379,Goa Rong,"Semarang has a tour at a height called Goa Rong. The existence of this tourist area shows that Semarang is not only synonymous with Lawang Sewu or the Old City. Even though it is called Goa Rong, the place that stands out here is not the cave itself. But an altitude area with amazing views. While in this tourist attraction, the cave is only a narrow passage and does not allow humans to enter. But on the contrary, the view presented from the top of the hill is so amazing. Tourists can spend time taking pictures, enjoying the scenery, or culinary at the cafe. In fact, outbound facilities are also available.",Nature preserve,Semarang,5000,4.3,,"{'lat': -7.2721621, 'lng': 110.4698457}",-7.2721621,110.4698457
380,Ungaran Great Mosque,"Al-Mabrur Grand Mosque is located on Jln. Ahmad Yani, Sidomulyo Village, Ungaran Tibur District, Semarang Regency, Central Java Province. This mosque is also the Grand Mosque for Semarang Regency, the capital of Central Java Province. The Al-Mabrur Grand Mosque was also known previously as the Mosque of the Indonesian Hajj Brotherhood Association (IPHI). The construction of this mosque began in 2010 with the establishment taking up an area of 3,200 square meters, with a building area of around 1,550 square meters. Because it was intended to become the Great Mosque of Semarang City, this mosque building was erected right facing Semarang City Square, or better known as ""Asmara Square"" and opposite the Semarang Regent's Office House.",Religious,Semarang,0,4.7,,"{'lat': -7.135070499999999, 'lng': 110.4088131}",-7.1350705,110.4088131
381,Semarang Youth Monument,"Tugu Muda (""Youth Monument"" Indonesian) is a stone monument in Semarang, Java commemorating the struggle for independence by Indonesian youth. It was dedicated by President Sukarno on 20 May 1953 to commemorate the five days of continuous fighting between the youth of Semarang and a Japanese battalion led by Major Kido from 14-19 October 1945. Japanese troops expelled the Dutch from Indonesia as ""the older brother of Asia""; however, the Japanese were more ruthless towards dissenters than their Dutch counterparts. The stone monument consists of a foundation, body and head. One side of the monument is made in relief, with an ornamental pond and garden surrounding it.",Culture,Semarang,0,4.7,,"{'lat': -6.9843485, 'lng': 110.4093207}",-6.9843485,110.4093207
382,Banaran Coffee Village,"Kampoeng Kopi Banaran, an agro-tourism coffee plantation in Semarang Regency. This tourist spot has an area of 462 hectares, some of which are used as resorts and tourist attractions. The location is in the Getas Afdeling Assinan Coffee Plantation Area, precisely Jl. Raya Semarang ? Solo Km. 35. The location of Kampoeng Kopi Banaran which is at an altitude of 480 ? 600m above sea level makes the air temperature there cool between 23?ßC ? 27?ßC. So it's really suitable for vacations looking for cold and fresh air with beautiful views. Get rid of the bustle of the big city, in the middle of a beautiful plantation.",Amusement park,Semarang,200000,4.3,90,"{'lat': -7.253900499999999, 'lng': 110.4414953}",-7.2539005,110.4414953
383,Tabanas Park,"Tabanas Park is a park located on the Gombel Rise, Semarang. From Tabanas Park, Semarang, visitors can see the landscape of the city of Semarang, making Tabanas Park one of the attractions to visit. Around the Tabanas Park, Semarang, there are cafes, restaurants, and hotels, which add to the beauty and become a special attraction for the Tabanas Park, Semarang. Tabanas Park also has the name Gardu Pandang Gombel Semarang, although Semarang residents themselves know this park better by the name Tabanas Park.",Amusement park,Semarang,0,4.4,60,"{'lat': -7.038803199999999, 'lng': 110.4215576}",-7.0388032,110.4215576
384,Jawi Thematic Village,"It is undeniable that Kampung Jawi Gunungpati Semarang has indeed gone viral and has even been visited by many people. Even though this culinary tour started in a small village, now it has been visited by many local residents and outside the city. Even now, fame often adorns social media pages. When visiting Kampung Jawi Gunungpati, you can feel the old village atmosphere. Apart from that, the nuances of the night are also peaceful and night plus the lighting is dim, because they use Sentir lamps (oil lamps). So it's really cool to hang out for a long time.",Culture,Semarang,0,4.5,90,"{'lat': -7.029097399999999, 'lng': 110.3775382}",-7.0290974,110.3775382
385,"Gedong Batik Village, Semarang","Semarang Batik Village is one of the unique and interesting villages in the city of Semarang which has always been associated with Semarang batik since ancient times until now. Semarang Batik Village is located around the Bubagan area, Semarang. Semarang Batik Village in history from the 1970s to the 1980s, at that time it was completely dead, there was no batik activity. It was only later in 2005 that there were activities, this took place because there was an assumption ""why is the name Kampung Batik Semarang"". However, how come no one is making batik, so activities such as batik training are often encouraged, this is aimed at facilitating and revitalizing Semarang Batik Village. At that time it was famous for its Krajan Batik, Gedong Batik, Central Batik, Malang Batik, Kubur Sari Batik and Kandang Wedus Batik which were famous for their own motifs. However, it is a shame that this motif was not recorded visually, and this is actually a treasure trove that has not been visually discovered until now in these batik motifs.",Culture,Semarang,0,4.4,45,"{'lat': -6.968882100000001, 'lng': 110.4318692}",-6.9688821,110.4318692
386,Semirang Waterfall,"Located on the northern slope of Mount Ungaran, there is an exotic waterfall with a green swimming pool surrounded by trees and cool mountain air. The name of the location is Semirang Waterfall or also called Semirang Waterfall. And the people of Semarang call it Curug Semarang. Because of the beauty of this tourist location, tourists often visit it on weekdays, especially when the holidays arrive. Semirang Waterfall or Semirang Waterfall is located in a protected forest area with an area of 10 hectares under the management of Perum Perhutani. This waterfall has a height of about 45 meters. The distance between the parking location and the location of the waterfall is about 500 meters. And during the trip, visitors will be presented with beautiful natural scenery with very cool fresh air.",Nature preserve,Semarang,9000,4.4,,"{'lat': -7.166297100000002, 'lng': 110.381068}",-7.1662971,110.381068
387,Kreo Cave Tourism Object,"Goa Kreo Semarang, which is located in the capital of Central Java, is a hit among netizens. No wonder if the weather is sunny, the queue to get there is so snaking. Even though there is no public transportation to get there, it doesn't stop tourists' curiosity. This cave is formed naturally, what distinguishes this cave from other caves is its location. its location is in the middle of the jatibarang reservoir, a dam that dams the Kreo River.",Nature preserve,Semarang,5500,4.3,60,"{'lat': -7.0372113, 'lng': 110.3476164}",-7.0372113,110.3476164
388,Mount Ungaran Stone,"Natural attractions are indeed very suitable to visit, especially on weekends. Plus, the location of the tourist attraction is not too far from the city center. Like the Watu Gunung tourist attraction in Ungaran, Semarang City. Visiting natural attractions can make the mind fresh. Moreover, this tourist attraction offers captivating natural and water attractions. In addition, it is also combined with a distinctive Javanese traditional nuance. Previously, the Watu Gunung area was not a tourist attraction. Only the land is overgrown with dense nutmeg and clove trees. Unfortunately, the area is arid and difficult to get water. Then, in 2004 the owner took the initiative to build a private villa. And over time, a tourist attraction was created that was open to the public. While maintaining the joglo building as its trademark.",Nature preserve,Semarang,25000,4.4,,"{'lat': -7.129806599999999, 'lng': 110.388832}",-7.1298066,110.388832
389,Brown Canyon,"In Indonesia, Brown Canyon is a former mining land in Meteseh, Tembalang, Semarang. This location is one of the popular locations (not a tourist spot) in Semarang and is considered similar to the Grand Canyon in the United States. This similarity lies in the hills that turn into steep cliffs.",Nature preserve,Semarang,0,4.2,30,"{'lat': -7.0565164, 'lng': 110.4862531}",-7.0565164,110.4862531
390,Durian Gardens and Tourism Education Watu Simbar,"Please note, this simbar stone is a tourist location that offers education from various types of durian trees. Even though it seems ordinary, that is what makes this place unique. If someone comes here, that person will be able to learn many things about the durian tree. Apart from being able to learn various things about the durian tree, of course visitors can also buy the durian that is there.",Nature preserve,Semarang,5000,4.1,45,"{'lat': -7.096707899999999, 'lng': 110.3900517}",-7.0967079,110.3900517
391,Flower Farm Setiya Aji,"In the Setiya Aji Flower Farm flower garden, we can see the colorful chrysanthemum flowers which look very beautiful. Besides that, its location in the highlands makes the air in the Bandungan flower garden feel quite fresh. In an instant, the Setiya Aji Flower Farm Bandungan flower garden attracted the attention of tourists, especially young people who were curious to see the beauty of the flowers in this Semarang tourist spot. Now Setiya Aji Flower Farm is one of the favorite tourist attractions in Bandungan that must be visited, especially for tourists who are looking for romantic attractions in Semarang Regency besides Gedong Songo.",Nature preserve,Semarang,7500,4.1,45,"{'lat': -7.2241813, 'lng': 110.3782661}",-7.2241813,110.3782661
392,Wonorejo Mangrove Ecotourism,"Surabaya Mangrove Tourism Forest is a tour that combines recreational and educational tourism. In an area of approximately 200 hectares, various mangrove plants are planted. This tourist location is well managed by the Surabaya City government. So that this tour attracts visitors because it is neat and clean. Tourism activities that can be done include walking around the mangrove forest either by boat or on foot. As well as educational tours about the surrounding ecosystem.",Nature preserve,Surabaya,0,4.3,60,"{'lat': -7.308648199999999, 'lng': 112.8216622}",-7.3086482,112.8216622
393,Keputih Harmony Park,"The place is the Surabaya Keputih Hatmoni Park which has a myriad of colorful flower collections. Previously this place was a landfill or landfill site, but now it has been transformed into a very beautiful garden tour. Not only beautiful, but the flowers that bloom in Taman Harmoni look very instagramable, so it's no wonder that the majority of visitors to this place are young people who are social media activists. So how much is the budget to enter the Taman Harmoni Surabaya area? You don't need to worry, because the price of the entrance ticket to Taman Harmoni Keputih Surabaya is free. You only need to prepare your pocket to pay for a parking ticket.",Nature preserve,Surabaya,0,4.4,60,"{'lat': -7.2952211, 'lng': 112.8035603}",-7.2952211,112.8035603
394,Dancing Fountain,"The Kenjeran Bridge with its dancing fountain is actually not only a road connecting bridge, but is also used as a tourist destination by the Surabaya city government. The position of the dancing fountain itself is at the end of the Kenjeran bridge close to the pedestrian crossing or at the Beach Amusement Park (THP). This location is very disabled friendly because there is an elevator that they can use to make their journey easier. While waiting for the spectacular dancing fountain show on this Kenjeran bridge, you can enjoy the beautiful view of the sunset on this bridge. Don't miss taking pictures with the enchanting open sea as a backdrop. You can also enjoy a variety of delicious culinary specialties from East Java at this location because there are many street vendors selling here. Various children's toys are also sold at this location. So there's no need to worry that the kids will feel bored waiting for the dancing fountain show they've been waiting for. Please schedule your visit to witness this Kenjeran dancing fountain garden and see for yourself its beauty. Make sure that your mobility is guaranteed by renting a car in Surabaya because at this location there is still minimal online transportation at night.",Amusement park,Surabaya,35000,4.4,45,"{'lat': -7.2356933, 'lng': 112.7955234}",-7.2356933,112.7955234
395,Achievement Park,"Surabaya Achievement Park is one of the most famous parks in the City of Heroes and is visited a lot, so it's no wonder that it is a favorite place for families, especially on weekends. in another place there is also a stadium and park with the exact same name as the one in Surabaya, in Bontang, East Kalimantan, which has a stadium with the name ""Taman Prestasi"" stadium. Jalan Ahmad Yani, Sukarasa, Tangerang City, Banten 15111, there is also a park called ""Gratitude Park"", right? In Jogja there is also a similar park called ""Smart Park"".",Amusement park,Surabaya,0,4.6,,"{'lat': -7.2614722, 'lng': 112.7428284}",-7.2614722,112.7428284
396,Submarine Monument,"The Submarine Monument, or abbreviated as Monkasel, is a submarine museum located in Embong Kaliasin, Genteng, Surabaya. Located in the city center, this monument is actually a KRI Pasopati 410 submarine, one of the Republic of Indonesia Navy fleets made by the Soviet Union in 1952. This submarine was involved in the Battle of the Aru Sea to liberate West Irian from Dutch occupation. brought ashore and made into a monument to commemorate the bravery of Indonesian heroes. Monkasel is on Jalan Pemuda, right next to Plaza Surabaya. In addition to the interior of the submarine, there is also a film showing about the process of the war that occurred in the Aru Sea. If you want to visit this tourist spot, you will be accompanied by a local guide who is there. \nThere is a unique story behind the presence of this Submarine monument. One night Pak Drajat Budiyanto, who is a former KKM KRI Pasopati 410 (made in Russia) and also a former KKM KRI Cakra 401 (made in West Germany), dreamed that he was ordered by the KSAL at that time to take this submarine to sail Kali Mas. It turned out that the dream had come true. He was assigned to display the submarine beside Surabaya Plaza. You do this by cutting the submarine into several parts, then transporting it ashore, and reassembling and reconnecting it to become a complete submarine.",Culture,Surabaya,15000,4.4,30,"{'lat': -7.2654304, 'lng': 112.7503052}",-7.2654304,112.7503052
397,Firefly Park,"The Firefly Park in Surabaya has an area of 400 square meters and the Firefly Park in Surabaya was inaugurated by the mayor of Surabaya, Ms. Tri Rismaharini on Saturday 28 October 2010. The location of the Firefly Park in Surabaya is located on Jalan Panjaringan Timur, Panjaringan Sari, Rungkut District, Surabaya City. Firefly Park - Firefly in Surabaya is located right between two flats and has the words ""Fifly Park - Firefly,"" on a white background. Kunang - Kunang Park in Surabaya has many quite complete public facilities including a futsal court, basketball court, and a play area for children. The Kunang - Kunang Park in Surabaya has become a play area in Surabaya for all groups, from children, teenagers and adults. Even the Kunang - Kunang Park in Surabaya is also frequently visited by the elderly.",Amusement park,Surabaya,0,4.4,45,"{'lat': -7.318220199999999, 'lng': 112.7842405}",-7.3182202,112.7842405
398,Surabaya Fruit Park,"Undaan Fruit Park Tourism in Surabaya is one of the tourist attractions located in Blok M Suturejo Utara, Surabaya Regency, East Java Province, Indonesia. Undaan Fruit Park Tourism in Surabaya is a tourist spot that is busy with tourists on weekdays and holidays. This place is very beautiful and can give a different sensation to our daily activities. Undaan Fruit Park Tourism in Surabaya has a very interesting beauty to visit. It's a shame if you are in the city of Surabaya not to visit a tourist attraction that has such a beauty that is second to none. Undaan Fruit Park Tourism in Surabaya is perfect for filling your holiday activities, especially during long holidays such as national holidays or other holidays. The beauty of Undaan Fruit Park Tourism in Surabaya is very good for all of you who are near or in the distance to come closer to visit Undaan Fruit Park Tourism in Surabaya in the city of Surabaya.",Amusement park,Surabaya,0,4.1,30,"{'lat': -7.266213899999999, 'lng': 112.795281}",-7.2662139,112.795281
399,Rainbow Park,"If the rainbow usually occurs during the day after it rains, then at Taman Pelangi Yogyakarta, visitors can actually enjoy it every night. Yes, this is because this park is a Garden of Lanterns of various colors and shapes. Open since evening, this park is indeed very suitable as a choice of family recreation destinations at night. However, because it is an outdoor park, aka open, the most appropriate choice to come is when the weather is not rainy.",Amusement park,Surabaya,0,4.5,20,"{'lat': -7.3275604, 'lng': 112.7312242}",-7.3275604,112.7312242
400,White Bamboo Forest,"Surabaya is the second metropolitan city after Jakarta. Surabaya's population density is quite high, and because it is located on the coast, the city's temperature is hot. Even so, there is still a cool, shady, and beautiful place in the middle of Surabaya. Namely the Surabaya Bamboo Forest, located in Keputih to be precise. Hearing the name ""Bamboo Forest"", maybe what comes to mind is a forest in a rural area. But make no mistake, even in the middle of the city a beautiful place like this can be realized. The beautiful atmosphere makes visitors flock to this location. And now, this recreational park is becoming a favorite for visitors to spend their free time.",Nature preserve,Surabaya,0,4.3,25,"{'lat': -7.294190899999999, 'lng': 112.8017238}",-7.2941909,112.8017238
401,Prince's Park,"don't know, why is the name of this park called Taman Keputran, but if it is related to the location of the park, it is at the crossroads of Keputran Surabaya. Apart from that, across the river there is also a park called Surabaya Traffic Park. The uniqueness of Keputran Park compared to other parks is that there are lights whose pole frames are similar to humans, with different styles of poses, making this park look like there is a creative and innovative touch. The lights are bright and beautiful at night. For him, this park is quite representative as an option to get a quiet place to hang out at night. Not only that, foot reflexology paths are also available there. Suitable for visitors who want to try a simple foot reflexology treatment. Through a deep understanding of the path of reflection, some people choose this tool in an attempt to cure illness.",Amusement park,Surabaya,0,4.3,,"{'lat': -7.2732153, 'lng': 112.744102}",-7.2732153,112.744102
402,Food Junction Grand Pakuwon,"Food Junction Grand Pakuwon is actually a food court with a slightly different concept from other places. The place is located in the Tandes area, West Surabaya (strategic with a romantic and unique atmosphere) where from the city center it only takes 20 minutes to get to the location. So it's not surprising that many Surabaya residents spend the afternoon in this place.",Shopping center,Surabaya,0,4.5,120,"{'lat': -7.251022000000003, 'lng': 112.6620053}",-7.251022,112.6620053
403,Barunawati Park,"Barunawati Park is located in the northern part of Surabaya. This park can be a reference to visit because it is quite recommended, especially for residents of Surabaya or even residents outside Surabaya. Like parks in general, it is indeed the cheapest vacation spot, but there are distinct benefits that can be felt by visitors, such as a calm mind. Besides that, we can also invite children or family members who are still small to just play on the playground in Barunawati Park. The park which was inaugurated on October 9 2019 now looks beautiful and beautiful so that it can divert the attention of anyone who passes Jalan Perak Barat Surabaya. Even visiting this park, we don't need to spend a dime, but visitors can still enjoy the scenery and all the facilities in it.",Amusement park,Surabaya,0,4.2,30,"{'lat': -7.222055899999998, 'lng': 112.7319967}",-7.2220559,112.7319967
404,Kenjeran Park,"Kenjeran Park is one of the modern tourist attractions in Surabaya. This tourist spot is located right on Jalan Sukolilo, Sukolilo Baru Village, Bulak District, Surabaya, East Java. Previously, Kenjeran Park was a rundown and poorly maintained place. However, this place has been maintained again so that it has transformed into a modern and contemporary tourist destination in the middle of the city of Surabaya. Kenjeran Park consists of several tourist areas that visitors can choose from. For those who bring children and like swimming, visitors can visit Atlantis Land Kenjeran. Then, visitors can also visit several iconic places from Kenjeran Park. One of them is the Tian Ti Pagoda. The Tian Ti Pagoda has a design inspired by the Tian Tan Pagoda in Beijing, China. However, the Tian Ti Pagoda consists of three floors with a diameter of 60 meters and a height of 58 meters. Another iconic place is the 4 Faced Buddha Statue. The Buddha statue is 36 meters high. Another interesting place that visitors can visit is the Sanggar Agung Temple. In this pagoda, visitors can see a statue of the Goddess Kwan Im and a pair of red and golden dragons that directly face the beach.",Amusement park,Surabaya,35000,4.2,120,"{'lat': -7.252296400000001, 'lng': 112.7966952}",-7.2522964,112.7966952
405,Surabaya North Quay,"Surabaya is a big city that often becomes a tourist destination. There are various shopping places from traditional to modern in the capital city of East Java. However, don't you just get bored with shopping tours in Surabaya? If bored, come to Surabaya North Quay, a new tourist attraction in Surabaya. Surabaya North Quay is actually a terminal for luxury cruise ships that dock. However, this place is deliberately revamped so that it can become a tourist spot for residents of Surabaya and its surroundings. In fact, not a few who come from outside the area are curious to enjoy the amazing scenery. The high seas with luxury cruise ships that dock at this terminal are the main attraction.",Amusement park,Surabaya,50000,4.4,,"{'lat': -7.1968193, 'lng': 112.7324578}",-7.1968193,112.7324578
406,Wonorejo Nursery,"Even though the name is a nursery, this area feels more suitable to be called a garden. The Wonorejo Nursery Area is divided into 2 parts, namely the Active Garden and the Passive Garden, both of which have an area of 5.9 hectares in total. Hot weather that makes it hot is indeed best cooled down by visiting cool places. Apart from malls, city parks in Surabaya such as the Wonorejo Nursery are also the right choice. Visitors will be spoiled with cool air. This is because of the many towering trees.",Nature preserve,Surabaya,0,4.4,30,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021
407,Expression Park And Library,"Surabaya Expression Park does not only present a shady and beautiful garden. The park on Jalan Gentengkali also has supporting facilities in the form of a library on the west side. The library, which is managed by the Surabaya City Library and Archives Service, has a collection of 3,412 books. The books in the library are very complete and new, from the 2009 edition to the latest 2019. Ranging from language books, philosophy, psychology, religion, mathematics, natural sciences, social sciences, family, technology, art, literature, geography, history, to reading for children.",Amusement park,Surabaya,0,4.5,45,"{'lat': -7.2573072, 'lng': 112.7437199}",-7.2573072,112.7437199
408,Surabaya Zoo,"Surabaya Zoo (KBS) (Arekan Dialect: Suroboyo Zoo) is one of the most popular zoos in Indonesia and is located in Surabaya. KBS is the most complete zoo in Southeast Asia, in which there are more than 981 different animal species consisting of more than 2,806 animals. This includes Indonesia and the world's endangered species consisting of Mammals, Aves, Reptilia, and Pisces.",Nature preserve,Surabaya,15000,4.3,180,"{'lat': -7.295954599999999, 'lng': 112.7366094}",-7.2959546,112.7366094
